model,n_params,val_acc,val_loss,perplex,cdnv,norms_mean,norms_var,etf_error,interfere_mean,interfere_var,log_kern_mean,log_kern_var,dual_error,simdot_mean,simdot_var,simcos_mean,simcos_var,dists_mean,dists_var,hits,misses,norms_log_mean,norms_log_var
01x0768_01L@0,47257344,0.4754372973295171,2.3337435722351074,10.316489858802536,0.0022694654762744,21.551599152326606,38.73288240169647,1.390340918648198,-0.0172141141028009,7718.300082948958,-0.3316320478916168,0.0176626835018396,1.4060978889465332,2.884697284625932,11.30053695008863,0.2060901969671249,0.0501515753567218,1.2454125061521355,0.0367683022961452,838536,3875655,3.0296222383579767,0.08158230949585513
01x0768_01d@0,47257344,0.474200194686695,2.340484142303467,10.386263775359115,0.0023066971916705,21.4651617243233,38.59036293088409,1.3904216150511457,-0.0170820405954558,7651.589024048187,-0.3315166532993316,0.0177954751998186,1.406099796295166,2.91574032422695,11.48845831940324,0.2037714719772339,0.0489102378487587,1.2477371727865156,0.0356099676949303,824048,3890143,3.0254116257562464,0.08197913896972232
01x0768_03d@2,47257344,0.5392857514072785,1.9010260105133057,6.692757760584185,0.0012496837880462,26.63209014325205,61.98191806460066,1.385756660396505,-0.0263836899011581,12793.279794444934,-0.3362089097499847,0.0115078622475266,1.4022091627120972,5.802348145393676,20.728118255082727,0.2934413850307464,0.0489794053137302,1.1730902418267974,0.0369775679939858,918176,3796015,3.2401083224823357,0.08311974431654824
01x0768_10L@5,47257344,0.5677155665143127,1.7193692922592163,5.581007369452611,0.0007015079609118,34.495270470994456,104.53208142720524,1.3839283406010592,-0.0442820262202266,31850.82049270639,-0.3375840187072754,0.0096225570887327,1.3979227542877195,8.72639456025912,19.542525717895032,0.3637292683124542,0.0358019396662712,1.115592909128564,0.0279946829970411,951649,3762542,3.498872927819965,0.0826313312092722
01x0768_10L@9,47257344,0.574792421515998,1.6817854642868042,5.3751445371611055,0.0006345171714201,36.43882035491532,119.57884303696733,1.3823227471789583,-0.0495129440801772,35942.50343202493,-0.3383591771125793,0.008710378780961,1.397209882736206,9.269699620766607,18.68326287878816,0.3722077012062073,0.0334803834557533,1.1087055223980753,0.0263573713614667,963314,3750877,3.552741901791084,0.08438297985974776
01x0768_10d@5,47257344,0.5652303308210166,1.7341564893722534,5.664148019137531,0.0008996215765364,30.57527182576238,82.22920773503931,1.3854748873992966,-0.0347931596218029,21817.647969475845,-0.3367190361022949,0.0104874847456812,1.3981505632400513,9.060733746578627,21.17107878678446,0.3407943546772003,0.0319887623190879,1.1376228100104269,0.0242263203974922,877663,3836528,3.378000708010764,0.08329347207972897
01x0768_10d@9,47257344,0.5714186016370397,1.7007418870925903,5.47800994943587,0.0008496668888255,31.54164164159165,89.22340448423667,1.3844691672534135,-0.0370859164540266,23152.606818333137,-0.3373272120952606,0.0097356606274843,1.3974928855895996,9.705929068151994,20.42843901333969,0.3453289568424225,0.02924788556993,1.134530320745104,0.0221835590775447,875567,3838624,3.408375747506061,0.0846774078203906
02x0768_01L@0,54342912,0.4903932573663502,2.261380672454834,9.596329412126906,0.0021406228188425,20.89220777554245,34.803280684235986,1.3892534009131006,-0.0161222781839406,6197.194647737739,-0.333057701587677,0.0160092134028673,1.4055325984954834,2.7455395522851416,10.756545580668275,0.2059584110975265,0.0519138909876346,1.244862512324605,0.0384015264925189,865989,3848202,3.0003668939860844,0.07792921632576603
02x0768_01d00@0,54342912,0.4887111201994128,2.276498317718506,9.742505450811208,0.0021609996911138,20.989745994208704,34.723398358048904,1.390030017886921,-0.0162592928107674,6711.280564893812,-0.3322421908378601,0.0170309543609619,1.4055732488632202,2.792413045319889,10.934694288354104,0.2029157429933548,0.0499009378254413,1.2480745545175853,0.0364794380747723,843227,3870964,3.005363859712165,0.0773492047751139
02x0768_01d01@0,54342912,0.4894779456544542,2.2695188522338867,9.674744712220162,0.0021259756758809,20.957723240729027,34.71811250243151,1.3897586779522288,-0.0162131598352199,6527.010655171842,-0.3325021862983703,0.0167019162327051,1.40547513961792,2.8063276839773508,10.894112735052657,0.2039572745561599,0.0498888865113258,1.2472051468395728,0.0365657597558812,841774,3872417,3.0038265668993542,0.07726332244343805
